PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
34272684,Inflammatory Markers and Tract-Based Structural Connectomics in Older Adults with a Preliminary Exploration of Associations by Race,humans,non-demented participants,diffusion MRI;Anatomical MRI,,,single study,,,,,,yes,yes,no,
22895591,Characterizing dementia with Lewy bodies by means of diffusion tensor imaging,humans,dementia with Lewy bodies;elderly controls;Alzheimer's disease,diffusion MRI,Inferior Longitudinal Fasciculus,TBSS,single study,FA;MD,,,decrease,dementia with Lewy bodies vs controls;dementia with Lewy bodies vs Alzheimer's disease,yes,yes,yes,Dementia
32289706,Altered speech-related cortical network in frontotemporal dementia,humans,Healthy controls;non-fluent variant of primary progressive aphasia;frontotemporal dementia;behavioral variant of FTD,diffusion MRI,Inferior Longitudinal Fasciculus;Uncinate Fasciculus;Superior Longitudinal Fasciculus,,single study,FA,,,decrease,healthy subjects vs frontotemporal dementia patients,yes,yes,yes,Frontotemporal Dementia
37718813,Acculturation in context and brain health in older Latino adults: A diffusion tensor imaging study,humans,Latino adults,diffusion MRI,,,single study,FA,,linear regression,,acculturation in context vs brain health,yes,yes,no,
24405816,White matter integrity in premanifest and early Huntingtons disease is related to caudate loss and disease progression,humans,premanifest HD gene carriers;early manifest HD gene carriers;controls,diffusion MRI,,SIENAX;FIRST,single study,FA;MD,,multiple regression,decrease,HD gene carriers vs controls,yes,yes,no,
27555109,A Multimodal Structural and Functional Neuroimaging Study of Amnestic Mild Cognitive Impairment,,,,,,single study,,,,,,no,no,no,
28644998,Olfactory identification deficit predicts white matter tract impairment in Alzheimers disease,humans,normal controls;amnestic mild cognitive impairment;Alzheimer's disease,diffusion tensor imaging;DTI,,,single study,FA,,,,Olfactory identification deficit predicts white matter tract impairment in Alzheimer's disease,yes,yes,yes,Alzheimers Disease
20592582,Microstructural White Matter Abnormalities Independent of White Matter Lesion Burden in Amnestic Mild Cognitive Impairment and Early Alzheimer Disease Among Han Chinese Elderly,humans,age-matched normal controls;amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI,frontal WM;parahippocampal fibers;parietal WM;posterior cingulate fibers;temporal WM,,single study,FA;MD,,correlation,decrease,amnestic MCI vs controls;Alzheimer's disease vs MCI,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
30251380,"Association of hospitalization, critical illness, and infection with brain structure in older adults",humans,,Anatomical MRI,,,single study,,,,,,no,yes,no,
18618077,Evaluation of white matter damage in patients with Alzheimers disease and in patients with mild cognitive impairment by using diffusion tensor imaging Risonanza magnetica con tensori di diffusione nella valutazione delle alterazioni della sostanza bianca nei pazienti con malattia di Alzheimer e nei pazienti con mild cognitive impairment,humans,Mild cognitive impairment;Healthy controls;Alzheimer's disease,diffusion MRI;MRI,Corpus Callosum - Genu;Corpus Callosum - Splenium;Frontal white matter,,single study,FA,,ANOVA,decrease,MCI patients vs Healthy controls;Alzheimer's patients vs Healthy controls,yes,yes,yes,Alzheimers Disease
22976075,Pathophysiology of the behavioral variant of frontotemporal lobar degeneration: a study combining MRI and FDG-PET,humans,Healthy controls;Behavioral Variant Frontotemporal Dementia,FDG-PET;MRI,,,single study,,,,,patients with behavioral variant of FTLD vs healthy controls,no,yes,yes,Frontotemporal Dementia
20595067,White matter integrity in mild cognitive impairment: A tract-based spatial statistics study,humans,nonamnestic MCI;amnestic MCI;cognitively normal controls,diffusion MRI,Crus Cerebri;Corpus Callosum - Splenium,,single study,FA,,binary logistic regression,decrease,amnestic MCI vs cognitively normal controls;nonamnestic MCI vs cognitively normal controls,yes,yes,no,Alzheimers Disease
25031413,Frontal White Matter Tracts Sustaining Speech Production in Primary Progressive Aphasia,humans,Healthy individuals;Primary Progressive Aphasia,3 T MRI;diffusion MRI,Global,none,single study,FA,none,correlation,decrease,nfvPPA patients vs healthy individuals,yes,yes,yes,Primary Progressive Aphasia
16005548,White matter changes in mild cognitive impairment and AD: A diffusion tensor imaging study ଝ,humans,elderly healthy controls;amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI,,,single study,FA,,,decrease,mild cognitive impairment vs controls;Alzheimer's disease vs controls,yes,yes,no,Mild Cognitive Impairment;Alzheimers Disease
30240840,Brain Research Bulletin,humans,Cognitively healthy volunteers;Alzheimer's disease,diffusion MRI,Cingulum;Inferior Longitudinal Fasciculus;Uncinate Fasciculus;Superior Longitudinal Fasciculus,SVM,single study,FA;MD,,t-test,decrease;increase,Alzheimer's disease patients vs cognitively healthy volunteers,yes,yes,yes,Alzheimers Disease
32125614,"Default mode network integrity changes contribute to cognitive deficits in subcortical vascular cognitive impairment, no dementia",humans,Healthy elderly subjects;subcortical vascular cognitive impairment,diffusion MRI,Global,,single study,FA;MD,,correlation;mediation,decrease,subcortical VCIND patients vs healthy elderly subjects,yes,yes,no,Vascular Cognitive Impairment and Dementia
34842185,Sex differences in Alzheimers disease revealed by free-water DTI and voxel-based morphometry,humans,Healthy controls;Alzheimer's disease,diffusion weighted MRI;voxel-based morphometry,,,single study,FA;AxD;RD,,effect size,decrease,males vs females in Alzheimer's disease,yes,yes,yes,Alzheimers Disease
29027841,Diffusion tensor tractography in cerebral small vessel disease: correlation with cognitive function,humans,cerebral small vessel disease,diffusion MRI;Anatomical MRI,Global,,single study,FA;MD,,correlation,decrease,cerebral small vessel disease patients cognitive function,yes,yes,no,Cerebral Small Vessel Disease
26444762,Diffusion Kurtosis Imaging: A Possible MRI Biomarker for AD Diagnosis?,humans,mild cognitive impairment due to Alzheimer's disease;healthy controls;dementia due to Alzheimer's disease,diffusion MRI,Corona Radiata;Corpus Callosum - Splenium,,single study,MD;Kurtosis,,voxel-based analysis,no mention,mild cognitive impairment patients vs Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
38905054,White Matter Microstructure Changes Revealed by Diffusion Kurtosis and Diffusion Tensor Imaging in Mutant Huntingtin Gene Carriers,humans,mutant huntingtin gene carriers;controls,diffusion tensor imaging;diffusion MRI,,,single study,FA;MK,,Spearman analyses;ROC analysis,no mention,mutant huntingtin gene carriers vs controls,yes,yes,no,Huntingtons disease
31613387,Brain structure changes in nondemented seniors after sixmonth dance-exercise intervention,,,,,,single study,,,,,,no,no,no,
30192691,Diffusion tensor imaging based white matter changes and antioxidant enzymes status for early identification of mild cognitive impairment,humans,Mild Cognitive Impairment;Healthy controls,diffusion MRI,Fornix;Forceps Major;Corpus Callosum,,single study,FA;ADC,,,decrease,MCI patients vs controls,yes,yes,no,Mild Cognitive Impairment
23142262,Contribution of Neuroimaging to the Diagnosis of Alzheimers Disease and Vascular Dementia Q3,humans,mild cognitive impairment;vascular dementia;Alzheimer's disease,fMRI;PET;SPECT;CT;MRI;diffusion MRI,,,review,,,,,Contribution of neuroimaging to the diagnosis of Alzheimer's disease and vascular dementia,no,no,yes,Vascular Dementia;Alzheimers Disease
22592372,White matter imaging contributes to the multimodal diagnosis of frontotemporal lobar degeneration,humans,frontotemporal lobar degeneration;Alzheimer disease,diffusion MRI;Anatomical MRI,Corpus Callosum,,single study,FA,,ROC curves,decrease,FTLD vs AD,yes,yes,yes,Dementia
26228096,Short-Term White Matter Alterations in Alzheimers Disease Characterized by Diffusion Tensor Imaging,humans,Alzheimer's disease,diffusion MRI;MRI,Superior Longitudinal Fasciculus;Corpus Callosum,DTI-ToolKit;FSL,single study,FA;MD;AD;RD,,,decrease,mild-moderate Alzheimer's patients over 6 months,yes,yes,yes,Alzheimers Disease
36300327,Retinal capillary microvessel morphology changes are associated with vascular damage and dysfunction in cerebral small vessel disease,humans,patients with minor stroke,diffusion MRI,,,single study,FA;MD,,,decrease,retinal vessel density vs diffusion measures,yes,yes,no,Cerebral Small Vessel Disease
25230999,"Depression in small-vessel disease relates to white matter ultrastructural damage, not disability",humans,healthy older adults;cerebral small vessel disease;non-SVD stroke cohort,diffusion MRI,,,single study,FA,,,,cerebral small vessel disease patients vs non-SVD stroke and healthy older adults,yes,yes,no,Cerebral Small Vessel Disease
36530082,Diffusion Changes in Hippocampal Cingulum in Early Biologically Defined Alzheimers Disease,humans,mild cognitive impairment;cognitively normal;Alzheimer's disease,diffusion MRI,Uncinate Fasciculus;Cingulum;Hippocampal Cingulum,,single study,FA,,correlation,decrease,Alzheimer's continuum vs cognitively normal,yes,yes,yes,Alzheimers Disease
22992380,Anatomical MRI and DTI in the Diagnosis of Alzheimers Disease: A European Multicenter Study,humans,Healthy elderly controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,Fornix;Cingulum;Corpus Callosum,,single study,FA;MD,,univariate analysis;voxel-based analysis,decrease;increase,Alzheimer's patients vs healthy elderly controls,yes,yes,yes,Alzheimers Disease
20615058,Diagnostic Utility of Cerebral White Matter Integrity in Early Alzheimers Disease,humans,Healthy controls;Very mild dementia,Structural MRI;Diffusion MRI,Right Parahippocampus;Left Internal Capsule,,single study,FA;MD,,discriminant analyses,decrease,very mild dementia vs controls,yes,yes,yes,Alzheimers Disease
28818116,Distinct white matter microstructural abnormalities and extracellular water increases relate to cognitive impairment in Alzheimers disease with and without cerebrovascular disease,humans,vascular dementia;Healthy controls;Alzheimer's disease,diffusion tensor imaging,,,single study,free water;DTI,,,increase,Alzheimer's disease with cerebrovascular disease vs Alzheimer's disease without cerebrovascular disease,yes,yes,yes,Vascular Dementia;Alzheimers Disease
38825988,Multimodal cross-examination of progressive apraxia of speech by diffusion tensor imaging-based tractography and Tau-PET scans,humans,primary progressive apraxia of speech;non-fluent variantagrammatic primary progressive aphasia;Healthy controls,PET;diffusion MRI,Arcuate Fasciculus;SMA Commissural Fibers;Middle Longitudinal Fasciculus;Frontal Aslant Tract;Inferior Frontal-Occipital Fasciculus;Inferior Longitudinal Fasciculus,DSI-studio,single study,FA,,t-test,decrease,PAOS patients vs controls,yes,yes,no,
28600739,"Association of longitudinal white matter degeneration and cerebrospinal fluid biomarkers of neurodegeneration, inflammation and Alzheimers disease in late-middle-aged adults",humans,late-middle-aged adults,diffusion MRI,Cingulum,,single study,FA;MD,,linear mixed effects models,increase,biomarkers associated with white matter health in late-middle-aged adults,yes,yes,yes,Alzheimers Disease
16614789,White matter damage of patients with Alzheimers disease correlated with the decreased cognitive function,humans,Healthy controls;Alzheimer's disease,diffusion MRI;T1 fluid attenuated inversion recovery;T2-FLAIR,Corpus Callosum - Genu;Internal Capsule;Corpus Callosum - Splenium,,single study,FA;MD,,,decrease,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
34841903,Olfactory Function and Diffusion Tensor Imaging as Markers of Mild Cognitive Impairment in Early Stages of Parkinsons Disease,humans,mild cognitive impairment;Parkinson's disease,diffusion MRI;MRI,Anterior Olfactory Structures,,single study,FA;MD,,,decrease,PD-MCI vs PD-NC,yes,yes,no,Parkinson Disease
28695358,Retained executive abilities in mild cognitive impairment are associated with increased white matter network connectivity,humans,Mild Cognitive Impairment,diffusion MRI,Inferior Longitudinal Fasciculus;Superior Longitudinal Fasciculus,,single study,FA,,,increase,high executive ability vs low executive ability in MCI,yes,yes,no,Alzheimers Disease
25151438,White Matter Integrity and Depressive Symptoms in Cerebral Small Vessel Disease: The RUN DMC Study,humans,depressed individuals;Cerebral Small Vessel Disease,diffusion MRI,Uncinate Fasciculus;Corona Radiata;Inferior Fronto-Occipital Fasciculus;Corpus Callosum,,single study,FA;MD;AD;RD,,,decrease,depressed individuals vs non-depressed individuals,yes,yes,no,Cerebral Small Vessel Disease
25318544,Atlas-Based Diffusion Tensor Imaging Correlates of Executive Function,humans,normal controls;MCI;Alzheimer's disease,diffusion MRI,Global,,single study,FA;MD,,ANOVA;linear regression,decrease,MCI and AD patients vs normal controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
14966162,Diffusion tensor MRI correlates with executive dysfunction in patients with ischaemic leukoaraiosis,humans,healthy volunteers;ischaemic leukoaraiosis,diffusion MRI;T2 weighted MRI,,,single study,MD,,correlation,increase,ischaemic leukoaraiosis patients vs healthy volunteers,yes,yes,no,Cerebral Small Vessel Disease
36710670,Fully Connected Multi-Kernel Convolutional Neural Network Based on Alzheimers Disease Diagnosis,humans,mild cognitive impairment;Alzheimer's disease,diffusion MRI,Cingulum;Uncinate Fasciculus;Corpus Callosum,,single study,,,area under the curve;specificity;sensitivity;accuracy,,Alzheimer's disease diagnosis,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
34891857,Altered Connection and Diagnosis Utility of White Matter in Alzheimers Disease: A Multi-site Automated Fiber Quantification Study,humans,normal controls;Alzheimer's disease,diffusion tensor imaging,,AFQ,single study,,,support vector machine,,AD vs normal controls,yes,yes,yes,Alzheimers Disease
34062262,MRI characterization of rat brain aging at structural and functional level: Clues for translational applications,rats,,diffusion tensor imaging;fMRI;MRI,,,single study,,,,,,no,no,no,
23876903,Initial study of magnetic resonance diffusion tensor imaging in brain white matter of early AIDS patients,humans,AIDS patients;Healthy volunteers,diffusion MRI,posterior limb of internal capsule;anterior limb of internal capsule;Corpus Callosum,,single study,FA;ADC,,t-test,decrease,symptomatic AIDS patients vs asymptomatic AIDS patients vs controls,yes,yes,no,Dementia
29959265,Loss of white matter integrity reflects tau accumulation in Alzheimer disease defined regions,humans,cognitively normal participants;cognitively impaired individuals,PET;diffusion MRI,anterior temporal WM,,single study,FA;MD,,linear regression,decrease,Tau deposition impact on white matter integrity,yes,yes,yes,Alzheimers Disease
24947353,,,,,,,,,,,,,no,no,no,
26288751,Altered whole-brain white matter networks in preclinical Alzheimer3s disease,humans,age-matched controls;cognitively healthy elderly with preclinical AD,diffusion tensor imaging,,,single study,FA;MD,,,decrease,preclinical AD patients vs controls,yes,yes,yes,Alzheimers Disease
26028932,"Comparison of Regional Gray Matter Atrophy, White Matter Alteration, and Glucose Metabolism as a Predictor of the Conversion to Alzheimers Disease in Mild Cognitive Impairment",humans,Mild Cognitive Impairment,diffusion tensor imaging;FDG-PET;MRI,,,single study,FA,,voxel-based statistical comparisons,no mention,MCIc vs MCInc,yes,yes,yes,Alzheimers Disease
33772083,Free-water diffusion tensor imaging improves the accuracy and sensitivity of white matter analysis in Alzheimers disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Cingulum;Fornix;Superior Longitudinal Fasciculus;Corpus Callosum;Anterior Thalamic Radiation;Inferior Longitudinal Fasciculus;Corticospinal Tract,,single study,FA;AxD;RD,,,decrease,Alzheimer's disease patients vs controls,yes,yes,yes,Alzheimers Disease
34334777,Changes in the connection network of whole-brain fiber tracts in patients with Alzheimers disease have a tendency of lateralization,humans,Alzheimer's disease,,,,single study,,,,,connection network in Alzheimer's disease patients,no,yes,yes,Alzheimers Disease
28180075,Independent value added by diffusion MRI for prediction of cognitive function in older adults,humans,dementia;early mild cognitive impairment;cognitively normal;late MCI,diffusion MRI,,,single study,MD,,,no mention,executive function and memory in older adults with and without cognitive impairment,yes,yes,yes,Mild Cognitive Impairment;Dementia
23583480,Longitudinal white matter changes in Alzheimers disease: A tractography-based analysis study,humans,normal controls;Alzheimer's disease,magnetic resonance diffusion tensor imaging,Inferior Longitudinal Fasciculus;Uncinate Fasciculus;Inferior Occipitofrontal Fasciculus,,single study,FA;DA;DR;ADC,,,decrease,AD patients vs normal controls,yes,yes,yes,Alzheimers Disease
21356112,Causes and consequences of cerebral small vessel disease. The RUN DMC study: a prospective cohort study. Study rationale and protocol,humans,non-demented elderly,resting state fMRI;diffusion MRI;CT;MRI,,,single study,,,,,relationship between SVD and cognitive/motor consequences,yes,yes,no,Cerebral Small Vessel Disease
32730718,Brain microstructural changes and cognitive function in non-demented essential tremor patients: a diffusion tensor imaging study,humans,non-demented essential tremor patients,diffusion MRI,Longitudinal Fasciculus;Frontooccipital Fasciculus;Anterior Thalamic Radiation;Corpus Callosum,,single study,FA,,,,,yes,yes,no,
15087585,Ultrastructural Hippocampal and White Matter Alterations in Mild Cognitive Impairment: A Diffusion Tensor Imaging Study,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,Corpus Callosum - Genu;Cingulum;Corpus Callosum - Splenium,,single study,FA;MD,,,,MCI patients vs controls,yes,yes,yes,Alzheimers Disease
21872362,Distinctive disruption patterns of white matter tracts in Alzheimers disease with full diffusion tensor characterization,humans,Healthy controls;amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI,Cingulum Bundle;Fornix,,single study,FA;MD;AxD;RD,,,decrease,amnestic mild cognitive impairment vs controls;Alzheimer's patients vs controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
25444606,Network and connectivity Connectivity network measures predict volumetric atrophy in mild cognitive impairment,humans,mild cognitive impairment,diffusion weighted MRI;MRI,,,single study,,,regression,,mild cognitive impairment subjects' connectivity patterns predicting brain atrophy,yes,yes,no,Alzheimers Disease
39740225,MRI free water mediates the association between diffusion tensor image analysis along the perivascular space and executive function in four independent middle to aged cohorts,,,,,,single study,,,,,,no,no,no,
34921119,The heritability of amyloid burden in older adults: the Older Australian Twins Study,humans,older adults,amyloid PET;diffusion MRI;MRI,,,single study,MD,,structural equation modelling,,amyloid burden in older adults,yes,yes,yes,Alzheimers Disease
32574842,Characterizing white matter connectivity in Alzheimers disease and mild cognitive impairment: An automated fiber quantification analysis with two independent datasets,humans,normal controls;amnestic mild cognitive impairment;Alzheimer's disease,diffusion MRI,Global,AFQ,single study,,,,,AD patients vs normal controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
19342541,White Matter Involvement in Idiopathic Parkinson Disease: A Diffusion Tensor Imaging Study,humans,Parkinson Disease;Healthy controls,diffusion MRI,Corpus Callosum - Genu;Cingulum;Superior Longitudinal Fasciculus,,single study,FA;MD,,,decrease,Parkinson's patients vs controls,yes,yes,no,Parkinson Disease
35358703,CSF Tau phosphorylation at Thr205 is associated with loss of white matter integrity in autosomal dominant Alzheimer disease,,,,,,,,,,,,no,no,no,
33681461,Systematic Assessment of the Impact of DTI Methodology on Fractional Anisotropy Measures in Alzheimers Disease,humans,mild cognitive impairment;healthy controls;Alzheimer's disease,diffusion MRI,Fornix;Corpus Callosum,CAMINO;DSI-Studio;AFNI;FSL,single study,FA,,,,HC vs AD;HC vs MCI,yes,yes,yes,Alzheimers Disease
27357066,Diffusion Tensor Imaging to Map Brain Microstructural Changes in CADASIL,humans,CADASIL;Healthy controls,diffusion MRI,Cingulum;Anterior Forceps;Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Uncinate Fasciculus;Corpus Callosum;Thalamic Radiation;Forceps Minor;Forceps Major;Inferior Longitudinal Fasciculus;Corticospinal Tract,,single study,FA;MD;AD;RD,,tract-based spatial statistics,decrease;increase,CADASIL patients vs healthy controls,yes,yes,no,Cerebral Small Vessel Disease
30685818,Alterations of White Matter Integrity in Subcortical Ischemic Vascular Disease with and Without Cognitive Impairment: a TBSS Study,humans,normal controls;subcortical ischemic vascular disease with cognitive impairment;subcortical ischemic vascular disease without cognitive impairment,diffusion MRI,Corpus Callosum - Genu,TBSS,single study,FA;MD;AD;RD,,Spearman correlation,decrease,subcortical ischemic vascular disease patients with cognitive impairment vs without cognitive impairment,yes,yes,no,Vascular Cognitive Impairment and Dementia
24936411,Associations between white matter microstructure and amyloid burden in preclinical Alzheimers disease: A multimodal imaging investigation,humans,cognitively healthy individuals,PET;diffusion MRI,Lateral Fornix;Cingulum;Hippocampal Cingulum,,single study,FA;Dr;MD;Da,,voxel-wise analysis,increase,amyloid positive vs amyloid negative,yes,yes,no,Alzheimers Disease
17522104,Diffusion tensor imaging in preclinical and presymptomatic carriers of familial Alzheimers disease mutations,humans,non-carriers;familiar Alzheimer's disease carriers;Alzheimer's disease,diffusion MRI,Perforant Pathway;Fornix,,single study,FA,,logistic regression;linear regression,decrease,FAD mutation carriers vs non-carriers,yes,yes,yes,Alzheimers Disease
33778998,Neural correlates of the impulse dyscontrol domain of mild behavioral impairment,humans,Mild cognitive impairment;Normal cognition;Alzheimer's disease,T1-weighted MRI;diffusion MRI,Superior Fronto-Occipital Fasciculus;Fornix;Uncinate Fasciculus;Cingulum,,single study,FA;MD;AD;RD,,linear mixed effect model,decrease,individuals with impulse dyscontrol vs individuals without impulse dyscontrol,yes,yes,yes,Alzheimers Disease
25700953,In vivo imaging of tau pathology using multi-parametric quantitative MRI,mice,,DTI;MRI,,,single study,RD,,,,,no,no,no,
33612351,Comparative Evaluation of Diffusion Kurtosis Imaging and Diffusion Tensor Imaging in Detecting Cerebral Microstructural Changes in Alzheimer Disease,humans,Healthy controls;Alzheimer's disease,diffusion tensor imaging;diffusion MRI,,,single study,MK;MD;AK;RK;AD;FA;RD;KFA,,t-test,increase,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
32471036,White Matter Brain Network Research in Alzheimers Disease Using Persistent Features,humans,mild cognitive impairment;normal controls;Alzheimer's disease,diffusion tensor imaging,,,single study,,,ANOVA,decrease,AD vs MCI vs normal controls,yes,yes,yes,Alzheimers Disease
31484188,Diffuse Tract Damage in CADASIL Is Correlated with Global Cognitive Impairment,humans,CADASIL;Healthy controls,diffusion MRI,Cingulum;Corona Radiata;Inferior Fronto-Occipital Fasciculus;Corpus Callosum;Thalamic Radiation;External Capsule;Internal Capsule;Inferior Longitudinal Fasciculus,,single study,FA;MD;AD;RD,,,decrease,CADASIL patients vs controls,yes,yes,yes,Cerebral Small Vessel Disease
33416206,Discriminating subcortical ischemic vascular disease and Alzheimers disease by diffusion kurtosis imaging in segregated thalamic regions,humans,subcortical ischemic vascular disease;normal cognition;Alzheimer's disease,diffusion kurtosis imaging;brain magnetic resonance imaging,,,single study,FA;MK;K radial;K axial,,correlation;canonical discriminant analysis,,SIVD vs AD vs NC,yes,yes,yes,Alzheimers Disease
21905080,White Matter Lesions Defined by Diffusion Tensor Imaging in Older Adults,humans,older adults,diffusion MRI,,,single study,FA;D;ADC,,,decrease,VBI and AD association in older adults,yes,yes,yes,Alzheimers Disease
28729016,Learning-Based Structurally-Guided Construction of Resting-State Functional Correlation Tensors,humans,mild cognitive impairment;normal subjects;Alzheimer's disease,diffusion MRI;fMRI,,,single study,,,,,mild cognitive impairment patients vs normal subjects,yes,yes,yes,Alzheimers Disease
19385016,Atlas-based whole brain white matter analysis using large deformation diffeomorphic metric mapping: Application to normal elderly and Alzheimers disease participants,humans,normal elderly;Alzheimer's disease,diffusion MRI,,,single study,,ICBM-152;Talairach,kappa analysis,,Alzheimer's disease patients vs normal controls,yes,yes,yes,Alzheimers Disease
24866404,White matter integrity is associated with CSF markers of AD in normal adults,humans,cognitively normal older adults,diffusion tensor imaging;magnetic resonance imaging,Fornix;Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum;Inferior Longitudinal Fasciculus,,single study,,,,decrease,normal adults with CSF markers of AD,yes,yes,no,Alzheimers Disease
25499674,White Matter Microstructural Integrity Is Associated with Executive Function and Processing Speed in Older Adults with Coronary Artery Disease,humans,Coronary artery disease,diffusion MRI,Cingulum;Inferior Fronto-Occipital Fasciculus;Parahippocampal Cingulum,,single study,FA,,linear regression,no mention,CAD patients' cognition,yes,yes,no,
18050329,Gray and White Matter Changes in Alzheimers Disease: A Diffusion Tensor Imaging Study,humans,aged-matched control participants;Alzheimer's disease,diffusion MRI,posterior limb of internal capsule;parietal white matter,VBM,single study,FA;MD,,,increase,Alzheimer's disease patients vs aged-matched controls,yes,yes,yes,Alzheimers Disease
37541841,Association of Olfaction and Microstructural Integrity of Brain Tissue in Community-Dwelling Adults Atherosclerosis Risk in Communities Neurocognitive Study,humans,cognitively normal participants;participants with mild cognitive impairment;community-dwelling adults,diffusion MRI,,,single study,FA;MD,,linear regression,decrease,mild cognitive impairment vs normal cognition,yes,yes,no,Alzheimers Disease
29980072,Prosodic and Phonetic Subtypes of Primary Progressive Apraxia of Speech,humans,,DTI;FDG-PET;MRI,Superior Cerebellar Peduncle,,single study,,,,,,yes,yes,no,
32522711,Neurobiology of Disease,,,,,,single study,,,,,,no,no,no,
24936424,White matter microstructure in late middle-age: Effects of apolipoprotein E4 and parental family history of Alzheimers disease,,,,,,,,,,,,no,no,no,
28826185,White Matter Degradation is Associated with Reduced Financial Capacity in Mild Cognitive Impairment and Alzheimers Disease,humans,cognitively healthy older adults;Mild Cognitive Impairment;Alzheimer's disease,diffusion tensor imaging,Cingulum;Anterior Cingulate;Corpus Callosum,Tract-based spatial statistics,single study,FA;MD;AD,,,decrease,MCI and AD patients vs cognitively healthy older adults,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
19012862,White Matter Integrity Linked To Functional Impairments in Aging and Early Alzheimers Disease,humans,mildly impaired AD patients;Older adult control subjects,diffusion MRI,Corpus Callosum,,single study,FA;MD,,correlation,no mention,AD patients vs Older adult controls,yes,yes,yes,Alzheimers Disease
20619504,A meta-analysis of diffusion tensor imaging in mild cognitive impairment and Alzheimers disease,,,,,,review,FA;MD,,,,,no,no,no,
39420261,Investigating the association between the GAP-43 concentration with diffusion tensor imaging indices in Alzheimers dementia continuum,humans,mild cognitive impairment;Alzheimer's disease,diffusion MRI,Cingulum;Superior Corona Radiata;Fornix;Superior Fronto-Occipital Fasciculus,,single study,FA;MD;AD;RD,,Spearman's correlation,decrease,GAP-43 levels vs DTI indices in Alzheimer's dementia continuum,yes,yes,yes,Alzheimers Disease
29689722,Quantitative Magnetization Transfer of White Matter Tracts Correlates with Diffusion Tensor Imaging Indices in Predicting the Conversion from Mild Cognitive Impairment to Alzheimers Disease,humans,elderly controls;amnestic mild cognitive impairment,diffusion MRI;quantitative magnetization transfer,Uncinate Fasciculus;Superior Cingulum,,single study,FA,,,decrease,aMCI converters vs stable,yes,yes,yes,Alzheimers Disease
31271489,The joint effect of aging and HIV infection on microstructure of white matter bundles,humans,HIV-seropositive;HIV-seronegative,diffusion weighted MRI,,FADTTS,single study,FA;MD;AD;RD,,regression,decrease,HIV-seropositive vs HIV-seronegative aging adults,yes,yes,no,
16483571,Evaluation of white matter integrity in ex vivo brains of amyloid plaque-bearing APPsw transgenic mice using magnetic resonance diffusion tensor imaging,mice,,diffusion MRI,,,single study,RA;mean diffusivity;axial diffusivity;radial diffusivity,,ANOVA,no mention,,yes,no,no,
15007117,Diffusion tensor imaging of thalamus correlates with cognition in CADASIL without dementia,humans,CADASIL;Healthy controls,diffusion MRI,,,single study,MD,,correlation,increase,CADASIL patients vs controls,yes,yes,no,Cerebral Small Vessel Disease
28604016,Triglycerides are Negatively Correlated with Cognitive Function in Non-demented Aging Adults,humans,,diffusion MRI,,,single study,,,,,,yes,yes,no,
33638111,"Decreased myelin content of the fornix predicts poorer memory performance beyond vascular risk, hippocampal volume, and fractional anisotropy in nondemented older adults",humans,nondemented older adults,diffusion MRI;MRI,Fornix,mcDESPOT,single study,FA,,linear regression,decrease,fornix MWF and memory performance,yes,yes,no,
37926082,Prediction of Mild Cognitive Impairment Progression to Alzheimers Disease Based on Diffusion Tensor Imaging-Derived Diffusion Parameters: Construction and Validation of a Nomogram,humans,Mild Cognitive Impairment;Alzheimer's disease,diffusion MRI,,,single study,,,logistic regression,,Mild Cognitive Impairment patients progression to Alzheimer's disease,yes,yes,yes,Alzheimers Disease
33648793,Apolipoprotein E homozygous ε 4 allele status: Effects on cortical structure and white matter integrity in a young to mid-age sample,humans,APOE ε4 carriers;Healthy controls,diffusion MRI,Fornix;Corona Radiata;Corpus Callosum;External Capsule;Internal Capsule,FreeSurfer,single study,FA,,,decrease,APOE ε4 carriers vs controls,yes,yes,no,Alzheimers Disease
