pmcid,ext-link-type,href
11331623,uri,https://fsl.fmrib.ox.ac.uk
11331623,uri,https://dsi-studio.labsolver.org/
11331623,uri,http://www.fnih.org
11331623,uri,https://adni.loni.usc.edu/wp-content/ADNI-Acknowledgement-List.pdf
11331623,uri,https://adni.loni.usc.edu/data-samples/adni-data/
11331623,uri,https://adni.loni.usc.edu/data-samples/access-data/
5738235,uri,http://ClinicalTrials.gov
5738235,uri,ctgov:NCT01351961
11521969,uri,https://loop.frontiersin.org/people/2632690/overview
11521969,uri,https://loop.frontiersin.org/people/2065535/overview
11521969,uri,https://loop.frontiersin.org/people/2759181/overview
8046043,uri,https://creativecommons.org/licenses/by/4.0/
8046043,uri,https://afni.nimh.nih.gov
8046043,uri,http://dsi-studio.labsolver.org
7507145,uri,http://creativecommons.org/licenses/by-nc/4.0/
7507145,uri,https://emedicine.medscape.com/article/1134817-overview
7507145,uri,https://www.r-project.org/
4827723,uri,http://www.nitrc.org/projects/dtiprep/
4827723,uri,http://www.mristudio.org
4536470,uri,http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/adni_acknowledgement_list.pdf
4536470,uri,http://adni.loni.usc.edu
4536470,uri,http://www.adni-info.org
4536470,uri,http://adni.loni.usc.edu/methods
4536470,uri,http://adni.loni.usc.edu/methods/
4536470,uri,http://adni.loni.usc.edu/methods/pet-analysis/
4536470,uri,https://surfer.nmr.mgh.harvard.edu
4536470,uri,http://www.fil.ion.ucl.ac.uk/spm/
4536470,uri,http://cmic.cs.ucl.ac.uk/camino/
4536470,uri,http://adni.loni.use.edu/methods/documents/
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/21514249
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/19211893
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/19190637
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/23762308
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/20373343
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/18180656
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/25057133
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/23701292
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/18412132
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/12887040
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/3496763
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/24465994
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/20016083
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/18597554
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/18448652
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/17466539
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/18272400
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/23332364
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/20083042
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/22331215
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/21605688
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/19492086
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/21159959
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/21514250
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/19076441
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/23840754
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/23644540
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/24936411
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/22445347
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/22302550
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/23539189
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/21072180
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/19784379
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/23877934
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/15056472
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/21514248
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/20008651
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/15589514
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/23541878
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/20471808
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/21060892
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/21280088
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/20970508
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/21273405
4536470,uri,http://www.ncbi.nlm.nih.gov/pubmed/23273575
4536470,uri,http://www.fnih.org
4536470,doi,10.1016/j.nicl.2015.06.007
11025752,uri,https://creativecommons.org/licenses/by/4.0/
11025752,uri,https://www.nserc-crsng.gc.ca/professors-professeurs/grants-subs/dgigp-psigp_eng.asp
11025752,uri,https://www.nserc-crsng.gc.ca/students-etudiants/pg-cs/cgsd-bescd_eng.asp
11025752,uri,https://adni.loni.usc.edu/data-samples/access-data/
11025752,uri,http://www.adni-info.org/
11025752,uri,https://adni.loni.usc.edu/wp-content/uploads/2012/10/ADNI3-Procedures-Manual_v3.0_20170627.pdf
11025752,uri,https://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Data_Use_Agreement.pdf
11025752,uri,http://www.fnih.org/
11025752,uri,http://adni.loni.usc.edu/wpcontent/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
11025752,uri,https://www.frontiersin.org/articles/10.3389/fnhum.2016.00349/full
11025752,uri,https://www.frontiersin.org/articles/10.3389/fnhum.2017.00346/full
11025752,uri,https://www.biorxiv.org/content/10.1101/2022.01.07.475319v1
11025752,uri,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3566140/
3160749,uri,http://dbm.neuro.uni-jena.de/vbm/
3160749,uri,http://www.MriStudio.org
3160749,uri,http://www.fil.ion.ucl.ac.uk/spm/
9903216,uri,https://creativecommons.org/licenses/by/4.0/
9903216,uri,https://us.sagepub.com/en-us/nam/open-access-at-sage
9903216,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FSLeyes
9903216,uri,https://orcid.org/0000-0001-6739-5797
9903216,uri,https://orcid.org/0000-0002-2816-4707
9903216,uri,https://orcid.org/0000-0002-3811-4439
9903216,uri,https://orcid.org/0000-0003-2424-7123
9903216,uri,https://orcid.org/0000-0002-9812-6642
9903216,uri,http://www.ed.ac.uk/files/imports/fileManager/epvs-rating-scale-user-guide.pdf
9903216,uri,http://www.fmrib.ox.ac.uk/datasets/techrep/tr06mp1/tr06mp1.pdf
9903216,uri,https://CRAN.R-project.org/package=irr
3852215,uri,http://dbm.neuro.uni-jena.de/vbm
3852215,uri,http://www.fmrib.ox.ac.uk/fsl
3852215,uri,http://www.frontiersin.org/journal/10.3389/fnagi.2013.00084/abstract
5992887,uri,http://loop.frontiersin.org/people/433586/overview
10897532,uri,https://creativecommons.org/licenses/by/4.0/
10897532,pmc:entrez-nucleotide,F34652
10897532,uri,http://massive.ucsd.edu
10897532,uri,https://bioicons.com/
10897532,uri,https://togotv.dbcls.jp/en/pics.html
5614750,pmc:entrez-nucleotide,AG019724
5614750,pmc:entrez-nucleotide,AG032306
5614750,pmc:entrez-nucleotide,AG023501
5614750,uri,http://dti-tk.sourceforge.net
5614750,uri,http://www.sciencedirect.com/science/article/pii/S1053811913000918
5614750,doi,10.1016/j.nicl.2017.09.007
4529164,uri,http://www.snac-k.se/
10962441,uri,https://creativecommons.org/licenses/by/4.0/
10962441,uri,www.ukctg.nihr.ac.uk
10962441,uri,https://www.ahajournals.org/doi/suppl/10.1161/STROKEAHA.123.045857
10962441,uri,http://www.fmrib.ox.ac.uk/fsl
10962441,uri,http://www.itksnap.org
11067201,uri,https://creativecommons.org/licenses/by/4.0/
11067201,uri,https://creativecommons.org/publicdomain/zero/1.0/
11067201,uri,https://adni.loni.usc.edu/data-samples/access-data/#access_data
11067201,uri,http://dsi-studio.labsolver.org
11067201,uri,http://www.Rproject.org
4334653,uri,http://dx.doi.org/10.6084/m9.figshare.1275179
4334653,uri,http://www.exploredti.com/
4334653,uri,http://www.fmrib.ox.ac.uk/fsl/
10165759,uri,https://creativecommons.org/licenses/by/4.0/
10165759,uri,https://creativecommons.org/publicdomain/zero/1.0/
10165759,uri,https://fsl.fmrib.ox.ac.uk/
10165759,uri,http://www.nitrc.org/projects/panda/
10165759,uri,http://cmrm.med.jhmi.edu
10165759,uri,https://www.aje.cn/
5390949,uri,http://creativecommons.org/licenses/by/3.0
5390949,uri,http://stacks.iop.org/PMB/61/5587/mmedia
6931233,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/
6931233,uri,http://trackvis.org/dtk
11867789,uri,https://creativecommons.org/licenses/by-nc/4.0/
11867789,uri,http://www.adni-info.org
11867789,uri,https://adni.loni.usc.edu/methods/documents/mri-protocols/
11867789,uri,http://adni.loni.usc.edu/wp-content/uploads/2010/05/ADNI2_PET_Tech_Manual_0142011.pdf
11867789,uri,https://fsl.fmrib.ox.ac.uk/fsl
11867789,uri,https://markvcid.partners.org/
11867789,uri,http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
11867789,uri,http://www.fnih.org
11867789,uri,https://ida.loni.usc.edu/home/projectPage.jsp?project=ADNI
5339687,uri,http://creativecommons.org/licenses/by/4.0/
5339687,uri,http://dbm.neuro.uni-jena.de/vbm8/
5339687,uri,http://www.fil.ion.ucl.ac.uk/spm
5339687,uri,http://www.statsoft.de/
6700635,uri,https://creativecommons.org/licenses/by-nc/4.0/
6700635,uri,http://www.fmrib.ox.ac.uk/fsl
6700635,uri,https://www.j-alz.com/manuscript-disclosures/19-0152r2
6700635,uri,http://dx.doi.org/10.3233/JAD-190152
4737469,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/
4737469,uri,http://www.paraview.org/
4737469,uri,https://www.nitrc.org/projects/gretna/
4737469,uri,http://www.cpan.org/ports/
4508678,uri,http://creativecommons.org/licenses/by-nc-nd/4.0/
4508678,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/
4508678,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/TBSS
3432077,uri,http://www.exploredti.com
3675157,uri,http://www.fil.ion.ucl.ac.uk/spm
3675157,uri,http://surfer.nmr.mgh.harvard.edu/
3675157,uri,http://owangularresolutionofDTI(
3675157,uri,http://)
3675157,uri,http://he
9720004,uri,https://creativecommons.org/licenses/by-nc/4.0/
3534120,uri,http://www.fmrib.ox.ac.uk/fsl/
3534120,uri,http://dx.doi.org/10.1002/hbm.20563
3534120,uri,http://dx.doi.org/10.1016/S0006–3495(94)80775-1
3534120,uri,http://dx.doi.org/10.1016/j.neulet.2011.07.049
3534120,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2010.05.019
3534120,uri,http://dx.doi.org/10.1002/mrm.20774
3534120,uri,http://dx.doi.org/10.1016/j.bbadis.2011.07.009
3534120,uri,http://dx.doi.org/10.1001/archneur.60.8.1119
3534120,uri,http://dx.doi.org/10.1007/s00401-009-0532-1
3534120,uri,http://dx.doi.org/10.3233/JAD-2011-0024
3534120,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2009.08.007
3534120,uri,http://dx.doi.org/10.1093/brain/awp257
3534120,uri,http://dx.doi.org/10.3233/JAD-2011-110137
3534120,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2010.02.004
3534120,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2008.03.013
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2006.02.024
3534120,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2009.10.006
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2009.07.050
3534120,uri,http://dx.doi.org/10.1212/WNL.0b013e3181d7d8cb
3534120,uri,http://dx.doi.org/10.3233/JAD-2010-091186
3534120,uri,http://dx.doi.org/10.1111/j.1365-2796.2004.01388.x
3534120,uri,http://dx.doi.org/10.1590/S0102-311X2009000800013
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2004.07.051
3534120,uri,http://dx.doi.org/10.1002/hbm.10062
3534120,uri,http://dx.doi.org/10.1109/42.906424
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2011.02.046
3534120,uri,http://dx.doi.org/10.1002/gps.2418
3534120,uri,http://dx.doi.org/10.1002/mrm.22019
3534120,uri,http://dx.doi.org/10.1038/nprot.2007.45
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2008.03.061
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2007.07.053
3534120,uri,http://dx.doi.org/10.1148/radiol.2301021640
3534120,uri,http://dx.doi.org/10.1523/JNEUROSCI.3941-08.2009
3534120,uri,http://dx.doi.org/10.1093/brain/awm122
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2010.02.033
3534120,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2005.03.026
3534120,uri,http://dx.doi.org/10.1016/j.pscychresns.2008.09.002
3534120,uri,http://dx.doi.org/10.1016/j.brainres.2009.06.052
3534120,uri,http://dx.doi.org/10.3233/JAD-2010-100840
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2010.05.068
3534120,uri,http://dx.doi.org/10.1002/hbm.20978
3534120,uri,http://dx.doi.org/10.1016/j.brainres.2009.04.025
3534120,uri,http://dx.doi.org/10.1093/brain/awp132
3534120,uri,http://dx.doi.org/10.1007/s00234-007-0353-7
3534120,uri,http://dx.doi.org/10.1093/brain/awq203
3534120,uri,http://www.benthamdirect.org/index.php
3534120,uri,http://dx.doi.org/10.1136/jnnp.2004.046375
3534120,uri,http://dx.doi.org/10.1093/brain/awh600
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2010.12.008
3534120,uri,http://dx.doi.org/10.3233/JAD-2010-1370
3534120,uri,http://dx.doi.org/10.1016/j.clineuro.2008.02.021
3534120,uri,http://dx.doi.org/10.1111/j.1469-7580.2006.00615.x
3534120,uri,http://dx.doi.org/10.1016/j.neuroimage.2008.11.027
3534120,uri,http://dx.doi.org/10.1177/0891988704271763
3534120,uri,http://dx.doi.org/10.1007/s00276-006-0111-2
3534120,uri,http://dx.doi.org/10.1016/j.pscychresns.2006.01.005
3534120,uri,http://dx.doi.org/10.1001/archneur.1964.00460240114017
3534120,uri,http://dx.doi.org/10.1161/STROKEAHA.108.530832
3534120,uri,http://dx.doi.org/10.1038/ncpneuro0638
3534120,uri,http://dx.doi.org/10.1016/j.jalz.2011.03.008
9693894,uri,https://creativecommons.org/licenses/by/4.0/
9693894,uri,https://us.sagepub.com/en-us/nam/open-access-at-sage
9693894,uri,https://orcid.org/0000-0003-2129-2375
4927852,uri,http://www.fil.ion.ucl.ac.uk/spm/software/spm8/
4927852,uri,http://j-alz.com/manuscript-disclosures/15-0253r2
10909630,uri,https://creativecommons.org/licenses/by/4.0/
10909630,uri,http://dsistudio.labsolver.org/
3335803,uri,http://www.fmrib.ox.ac.uk/fsl/
3335803,uri,http://www.fil.ion.ucl.ac.uk/spm
3335803,uri,http://www.trackvis.org
3335803,uri,http://www.spss.com
3335803,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2009.10.006
3335803,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2010.02.004
11063818,uri,https://creativecommons.org/licenses/by/4.0/
11063818,pmc:clinical-trial,NCT03174938
11063818,uri,https://www.applied-statistics.de/lst.html
11063818,uri,https://surfer.nmr.mgh.harvard.edu/
10830492,uri,https://creativecommons.org/licenses/by/4.0/
10830492,uri,https://afni.nimh.nih.gov
10830492,uri,https://www.applied-statistics.de/lst.html
10830492,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/Atlases
3760905,uri,http://www.fmrib.ox.ac.uk/fsl/
3760905,uri,http://www.fmrib.ox.ac.uk/fsl/bet2/index.html
3760905,uri,http://www.trackvis.org
8365836,uri,http://loop.frontiersin.org/people/261057/overview
8365836,uri,http://loop.frontiersin.org/people/868895/overview
8365836,uri,http://loop.frontiersin.org/people/708764/overview
8365836,uri,http://loop.frontiersin.org/people/391530/overview
8365836,uri,http://loop.frontiersin.org/people/923329/overview
8365836,uri,http://loop.frontiersin.org/people/31470/overview
8365836,pmc:clinical-trial,NCT04839796
8365836,uri,http://fsl.fmrib.ox.ac.uk
9616570,uri,https://creativecommons.org/licenses/by-nc/4.0/
9616570,uri,https://connectivity.brain-map.org/projection
9616570,uri,https://biostatgv.sentiweb.fr/?module=etudes/sujets
9616570,uri,https://sammba-mri.github.io/index.html
9616570,uri,http://atlas.brain-map.org/
9616570,uri,http://dsi-studio.labsolver.org
11144950,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
11144950,uri,http://fil.ion.ucl.ac.uk
11144950,uri,https://dsi-studio.labsolver.org
11144950,uri,http://www.graphpad.com
11077244,uri,https://creativecommons.org/licenses/by/4.0/
11077244,uri,https://publons.com/publon/10.1002/brb3.3533
6411581,uri,http://dti-tk.sourceforge.net/pmwiki/pmwiki.php
6411581,uri,http://picsl.upenn.edu/software/ants
11782200,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
11782200,uri,http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
11782200,uri,https://github.com/Jfortin1/neuroCombat
11782200,uri,https://github.com/wendyfyx/MINT
11782200,uri,http://arxiv.org/abs/1610.02357
11782200,uri,http://arxiv.org/abs/1611.02731
11782200,uri,http://arxiv.org/abs/1312.6114
11782200,uri,http://arxiv.org/abs/1903.10145
11335656,uri,https://loop.frontiersin.org/people/2782561/overview
11335656,uri,https://loop.frontiersin.org/people/901769/overview
11335656,uri,https://loop.frontiersin.org/people/42136/overview
11335656,uri,https://www.fnih.org
11335656,uri,https://github.com/rordenlab/dcm2niix
11335656,uri,https://adni.loni.usc.edu/
11335656,pmc:entrez-nucleotide,AG024904
11335656,uri,https://www.mrtrix.org/
11335656,uri,https://github.com/ANTsX/ANTs
11335656,uri,https://dipy.org/
11335656,uri,https://www.frontiersin.org/articles/10.3389/fnins.2024.1440653/full#supplementary-material
10448214,uri,https://chdifoundation.org/
10448214,uri,https://www.MRICloud.org
10448214,uri,https://www.MRIStudio.org
10448214,uri,https://doi.org/10.1016/j.nicl.2023.103493
4053649,uri,http://www.fmrib.ox.ac.uk/fsl/
4053649,uri,http://cmic.cs.ucl.ac.uk/camino/
4053649,uri,http://www.nitrc.org/projects/dtitk/
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/11959406
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19914928
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21803162
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/11323803
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22432902
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17599699
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/11700739
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/23151827
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19138329
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/14675724
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16389198
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17659264
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16627465
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16914835
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/12489094
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20713315
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/24319654
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19662658
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22343314
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/10975532
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20533359
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/12023417
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21520352
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/12006730
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17383774
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/23623599
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20157252
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17174533
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16281911
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22348880
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17541051
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22699906
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19385018
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/2774485
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19025904
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20368633
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21182970
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21038965
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16614789
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18243252
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19629996
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19388128
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22633529
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16344346
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18325636
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/6472617
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/11790212
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/23123779
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22383236
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/10500260
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16397901
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20820167
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17978036
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19650072
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19584447
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17951075
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20139010
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21872362
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17905894
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20091409
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18691657
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/23481461
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18332250
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21908077
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21784354
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17909128
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16738250
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19559010
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19195496
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21821316
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/12889165
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18210317
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19913331
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/12488829
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19035484
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18564054
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/15006684
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/15590909
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/2001183
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/6610841
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21514250
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16005548
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21924365
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19457371
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18003925
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/6725639
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22868934
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16056141
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/21848679
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22592366
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/23011382
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16606914
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/10918325
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20162601
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20832253
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/15259395
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/11248079
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/8592548
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22173295
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/12220172
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/10990518
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18050329
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/8712790
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20804847
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/23539189
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16306248
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19027860
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/15917106
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18455835
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/23475756
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/15545327
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/7746401
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/10811879
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18801597
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/12414282
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/15862213
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/17456872
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/8759980
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/19100839
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20446131
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16408263
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/12377381
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/16687540
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/11843695
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/9818864
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/22992380
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18241895
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18618077
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20847408
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/8174599
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/18550759
4053649,uri,http://www.ncbi.nlm.nih.gov/pubmed/20688814
